crop,season,rainfall,soil_type,land_size,estimated_water_need,risk_level
vegetables,summer,moderate,clay,7.87,4249.8,Medium
maize,kharif,moderate,clay,4.9,3087.0,Medium
paddy,rabi,low,clay,9.54,14424.48,High
groundnut,kharif,moderate,loamy,2.85,1852.5,Low
vegetables,kharif,high,clay,6.53,2820.96,Low
soybean,summer,moderate,clay,9.14,4935.6,Medium
wheat,rabi,high,clay,4.7,3045.6,Medium
paddy,summer,moderate,clay,7.91,9966.6,High
maize,rabi,low,clay,9.53,7204.68,High
soybean,summer,high,black,3.28,1495.68,Low
soybean,summer,moderate,black,8.62,4913.4,Medium
wheat,rabi,low,clay,8.6,8359.2,High
maize,kharif,low,black,6.49,5179.02,Medium
wheat,rabi,high,loamy,1.83,1317.6,Low
sunflower,kharif,low,sandy,9.78,7041.6,High
maize,rabi,moderate,clay,9.93,6255.9,High
maize,summer,low,clay,7.7,5821.2,Medium
sugarcane,summer,low,loamy,5.76,12441.6,High
wheat,rabi,moderate,clay,2.96,2397.6,Low
cotton,kharif,moderate,loamy,1.02,1224.0,Low
maize,summer,high,black,9.86,5245.52,Medium
sunflower,kharif,low,sandy,7.02,5054.4,Medium
maize,summer,high,sandy,8.5,5712.0,Medium
paddy,summer,high,loamy,4.43,4961.6,Medium
millets,summer,high,clay,5.14,1665.36,Low
paddy,rabi,low,black,7.24,11555.04,High
sunflower,summer,high,loamy,0.56,224.0,Low
cotton,summer,moderate,loamy,5.53,6636.0,High
maize,rabi,moderate,clay,1.49,938.7,Low
vegetables,kharif,high,clay,5.87,2535.84,Low
paddy,summer,low,black,7.91,12624.36,High
sunflower,kharif,moderate,black,1.59,755.25,Low
cotton,rabi,low,clay,2.73,3538.08,Medium
groundnut,rabi,low,black,2.34,1733.94,Low
sunflower,kharif,moderate,sandy,9.01,5406.0,Medium
groundnut,summer,low,loamy,6.43,5015.4,Medium
cotton,summer,high,black,2.73,2489.76,Low
soybean,summer,moderate,black,7.1,4047.0,Medium
wheat,rabi,high,loamy,7.18,5169.6,Medium
paddy,rabi,moderate,loamy,6.55,9170.0,High
wheat,summer,high,black,1.81,1238.04,Low
sunflower,kharif,moderate,clay,6.29,2830.5,Low
maize,kharif,moderate,loamy,5.36,3752.0,Medium
paddy,summer,low,loamy,3.65,6132.0,High
sugarcane,summer,moderate,sandy,2.43,5248.8,Medium
vegetables,kharif,moderate,black,9.8,5586.0,Medium
maize,rabi,moderate,black,2.64,1755.6,Low
millets,kharif,high,black,4.69,1603.98,Low
millets,rabi,high,loamy,3.34,1202.4,Low
millets,rabi,high,black,1.8,615.6,Low
wheat,rabi,low,clay,2.51,2439.72,Low
maize,summer,moderate,black,1.19,791.35,Low
maize,summer,high,black,8.84,4702.88,Medium
groundnut,rabi,moderate,black,5.15,3180.13,Medium
paddy,summer,moderate,loamy,8.15,11410.0,High
sunflower,kharif,high,loamy,5.37,2148.0,Low
soybean,rabi,high,loamy,2.29,1099.2,Low
sugarcane,kharif,high,clay,7.74,10031.04,High
groundnut,kharif,low,sandy,4.85,4539.6,Medium
vegetables,rabi,high,clay,1.2,518.4,Low
vegetables,kharif,moderate,black,8.9,5073.0,Medium
sugarcane,summer,low,clay,5.77,11216.88,High
groundnut,rabi,low,loamy,3.3,2574.0,Low
sugarcane,kharif,low,loamy,7.29,15746.4,High
cotton,rabi,high,black,2.12,1933.44,Low
sunflower,summer,moderate,sandy,2.44,1464.0,Low
groundnut,kharif,high,sandy,1.64,1023.36,Low
sunflower,summer,high,black,6.6,2508.0,Low
vegetables,summer,low,loamy,8.57,6170.4,High
soybean,kharif,low,sandy,3.69,3188.16,Medium
groundnut,rabi,high,black,2.71,1338.74,Low
wheat,summer,high,loamy,1.4,1008.0,Low
wheat,summer,high,clay,4.58,2967.84,Low
cotton,summer,low,black,9.24,12640.32,High
sugarcane,summer,high,sandy,3.24,5598.72,Medium
millets,kharif,low,clay,0.79,383.94,Low
wheat,kharif,high,loamy,5.97,4298.4,Medium
paddy,summer,moderate,clay,4.32,5443.2,Medium
groundnut,kharif,high,loamy,0.91,473.2,Low
paddy,summer,moderate,loamy,9.86,13804.0,High
wheat,summer,low,black,6.45,6617.7,High
millets,kharif,low,black,4.04,2072.52,Low
vegetables,rabi,moderate,loamy,7.64,4584.0,Medium
soybean,rabi,moderate,sandy,4.87,3506.4,Medium
maize,kharif,low,black,6.95,5546.1,Medium
sunflower,summer,moderate,loamy,9.18,4590.0,Medium
groundnut,rabi,moderate,black,9.9,6113.25,High
sunflower,summer,high,clay,0.9,324.0,Low
groundnut,kharif,moderate,loamy,8.28,5382.0,Medium
soybean,rabi,moderate,loamy,8.0,4800.0,Medium
sugarcane,summer,moderate,black,6.22,10636.2,High
wheat,kharif,moderate,sandy,6.27,6771.6,High
millets,summer,moderate,sandy,8.9,4806.0,Medium
sugarcane,kharif,high,loamy,0.72,1036.8,Low
paddy,rabi,high,loamy,5.54,6204.8,High
sugarcane,kharif,moderate,sandy,6.0,12960.0,High
groundnut,kharif,moderate,clay,4.84,2831.4,Low
paddy,rabi,high,black,9.69,10310.16,High
soybean,summer,low,sandy,7.49,6471.36,High
wheat,summer,moderate,black,0.6,513.0,Low
paddy,kharif,moderate,clay,3.47,4372.2,Medium
vegetables,summer,high,loamy,7.21,3460.8,Medium
sugarcane,summer,moderate,clay,2.07,3353.4,Medium
vegetables,kharif,moderate,black,6.04,3442.8,Medium
sunflower,summer,moderate,sandy,4.09,2454.0,Low
cotton,summer,high,clay,7.28,6289.92,High
sunflower,summer,moderate,clay,2.51,1129.5,Low
wheat,summer,low,black,5.97,6125.22,High
vegetables,kharif,moderate,loamy,7.62,4572.0,Medium
millets,summer,high,loamy,8.73,3142.8,Medium
cotton,kharif,high,loamy,5.17,4963.2,Medium
groundnut,kharif,low,black,5.53,4097.73,Medium
sugarcane,kharif,high,loamy,7.29,10497.6,High
sugarcane,summer,low,clay,7.01,13627.44,High
vegetables,kharif,moderate,black,3.92,2234.4,Low
wheat,summer,low,sandy,1.16,1503.36,Low
sugarcane,summer,low,black,9.89,20294.28,High
paddy,rabi,high,black,1.88,2000.32,Low
sugarcane,kharif,high,clay,8.91,11547.36,High
sugarcane,summer,low,loamy,1.39,3002.4,Medium
groundnut,rabi,moderate,loamy,8.98,5837.0,Medium
wheat,summer,high,loamy,8.87,6386.4,High
millets,rabi,high,clay,1.9,615.6,Low
sunflower,summer,moderate,loamy,6.22,3110.0,Medium
cotton,kharif,moderate,loamy,3.41,4092.0,Medium
sunflower,summer,high,black,9.32,3541.6,Medium
cotton,kharif,low,clay,1.84,2384.64,Low
millets,summer,moderate,clay,6.59,2668.95,Low
sugarcane,kharif,low,clay,2.58,5015.52,Medium
cotton,summer,low,black,5.12,7004.16,High
wheat,rabi,moderate,sandy,8.46,9136.8,High
sugarcane,summer,high,loamy,1.44,2073.6,Low
wheat,rabi,moderate,clay,7.22,5848.2,Medium
groundnut,kharif,moderate,sandy,7.52,5865.6,Medium
millets,rabi,low,black,7.65,3924.45,Medium
soybean,kharif,high,black,0.92,419.52,Low
maize,summer,high,black,6.85,3644.2,Medium
wheat,kharif,low,sandy,4.48,5806.08,Medium
groundnut,rabi,low,loamy,7.43,5795.4,Medium
cotton,summer,high,clay,9.85,8510.4,High
wheat,summer,moderate,clay,2.3,1863.0,Low
soybean,kharif,high,clay,8.1,3499.2,Medium
sugarcane,kharif,high,loamy,9.02,12988.8,High
sugarcane,summer,high,sandy,2.5,4320.0,Medium
paddy,kharif,high,black,9.79,10416.56,High
soybean,rabi,moderate,black,4.81,2741.7,Low
wheat,kharif,high,clay,3.77,2442.96,Low
vegetables,summer,moderate,loamy,5.71,3426.0,Medium
vegetables,summer,high,loamy,6.53,3134.4,Medium
groundnut,summer,moderate,clay,4.74,2772.9,Low
wheat,kharif,high,black,1.96,1340.64,Low
groundnut,kharif,high,sandy,5.67,3538.08,Medium
soybean,rabi,low,clay,9.27,6006.96,High
wheat,kharif,high,sandy,8.04,6946.56,High
sugarcane,kharif,low,clay,5.57,10828.08,High
paddy,kharif,high,sandy,5.58,7499.52,High
sunflower,kharif,moderate,sandy,1.99,1194.0,Low
cotton,rabi,high,loamy,6.89,6614.4,High
groundnut,rabi,low,black,0.84,622.44,Low
sunflower,kharif,low,sandy,7.95,5724.0,Medium
maize,summer,moderate,sandy,2.32,1948.8,Low
cotton,kharif,high,black,1.95,1778.4,Low
cotton,kharif,moderate,clay,9.48,10238.4,High
groundnut,kharif,moderate,clay,7.27,4252.95,Medium
soybean,summer,moderate,sandy,3.72,2678.4,Low
soybean,kharif,high,loamy,5.66,2716.8,Low
groundnut,summer,moderate,clay,4.27,2497.95,Low
groundnut,summer,low,loamy,5.43,4235.4,Medium
wheat,rabi,high,clay,8.2,5313.6,Medium
vegetables,kharif,high,sandy,6.14,3536.64,Medium
groundnut,summer,moderate,clay,8.51,4978.35,Medium
sugarcane,rabi,moderate,sandy,0.83,1792.8,Low
millets,rabi,moderate,black,3.65,1560.38,Low
cotton,kharif,low,sandy,8.79,15189.12,High
soybean,kharif,high,sandy,2.06,1186.56,Low
paddy,rabi,low,clay,6.15,9298.8,High
sugarcane,rabi,high,clay,5.43,7037.28,High
wheat,rabi,high,black,1.55,1060.2,Low
soybean,kharif,high,black,0.99,451.44,Low
wheat,rabi,moderate,loamy,3.77,3393.0,Medium
soybean,kharif,low,clay,0.8,518.4,Low
maize,summer,moderate,black,3.06,2034.9,Low
wheat,rabi,moderate,sandy,6.64,7171.2,High
wheat,summer,moderate,clay,4.11,3329.1,Medium
maize,kharif,moderate,clay,3.51,2211.3,Low
vegetables,rabi,high,clay,4.28,1848.96,Low
vegetables,kharif,high,clay,4.45,1922.4,Low
maize,summer,high,black,3.94,2096.08,Low
soybean,rabi,high,sandy,3.18,1831.68,Low
millets,rabi,low,black,2.48,1272.24,Low
cotton,rabi,low,sandy,2.89,4993.92,Medium
cotton,summer,moderate,clay,3.88,4190.4,Medium
maize,rabi,moderate,clay,2.75,1732.5,Low
soybean,rabi,moderate,black,7.5,4275.0,Medium
cotton,kharif,low,black,5.85,8002.8,High
wheat,rabi,high,clay,7.27,4710.96,Medium
paddy,summer,low,black,7.83,12496.68,High
soybean,summer,moderate,sandy,0.72,518.4,Low
wheat,kharif,low,loamy,2.36,2548.8,Low
sunflower,kharif,low,loamy,3.86,2316.0,Low
vegetables,kharif,high,clay,6.57,2838.24,Low
sunflower,summer,moderate,loamy,9.57,4785.0,Medium
sugarcane,rabi,moderate,loamy,5.92,10656.0,High
cotton,rabi,moderate,loamy,9.05,10860.0,High
maize,kharif,high,clay,7.87,3966.48,Medium
paddy,summer,high,black,7.89,8394.96,High
maize,rabi,moderate,clay,5.66,3565.8,Medium
vegetables,summer,high,clay,7.28,3144.96,Medium
maize,kharif,low,sandy,8.36,8426.88,High
paddy,kharif,high,sandy,0.72,967.68,Low
maize,rabi,high,clay,1.64,826.56,Low
paddy,summer,low,loamy,7.28,12230.4,High
wheat,summer,high,sandy,9.87,8527.68,High
cotton,kharif,high,black,1.07,975.84,Low
millets,kharif,low,sandy,2.11,1367.28,Low
wheat,summer,low,loamy,1.73,1868.4,Low
soybean,rabi,high,black,6.84,3119.04,Medium
soybean,rabi,low,loamy,7.4,5328.0,Medium
millets,kharif,moderate,clay,3.47,1405.35,Low
vegetables,rabi,moderate,clay,5.63,3040.2,Medium
maize,rabi,high,black,6.98,3713.36,Medium
paddy,rabi,low,black,4.52,7213.92,High
paddy,rabi,low,black,4.42,7054.32,High
sugarcane,summer,low,loamy,4.77,10303.2,High
maize,rabi,low,loamy,7.72,6484.8,High
groundnut,kharif,high,sandy,8.59,5360.16,Medium
paddy,summer,moderate,sandy,3.34,5611.2,Medium
millets,rabi,low,clay,6.86,3333.96,Medium
wheat,summer,low,clay,6.71,6522.12,High
wheat,rabi,moderate,clay,2.88,2332.8,Low
paddy,rabi,high,loamy,8.68,9721.6,High
millets,rabi,low,loamy,5.59,3018.6,Medium
millets,kharif,low,black,3.2,1641.6,Low
soybean,kharif,moderate,loamy,6.36,3816.0,Medium
soybean,kharif,high,loamy,7.66,3676.8,Medium
cotton,kharif,moderate,loamy,4.36,5232.0,Medium
millets,kharif,moderate,black,9.94,4249.35,Medium
cotton,kharif,high,loamy,3.45,3312.0,Medium
paddy,kharif,low,clay,5.55,8391.6,High
vegetables,summer,low,sandy,9.92,8570.88,High
vegetables,summer,low,black,1.06,725.04,Low
millets,kharif,high,loamy,7.91,2847.6,Low
paddy,summer,low,sandy,9.23,18607.68,High
cotton,summer,moderate,loamy,1.34,1608.0,Low
groundnut,summer,low,sandy,8.78,8218.08,High
millets,rabi,high,sandy,8.08,3490.56,Medium
cotton,summer,moderate,sandy,8.87,12772.8,High
cotton,rabi,low,sandy,1.09,1883.52,Low
sunflower,rabi,moderate,sandy,2.62,1572.0,Low
groundnut,rabi,low,black,3.7,2741.7,Low
maize,summer,high,loamy,6.44,3606.4,Medium
soybean,summer,high,black,0.88,401.28,Low
vegetables,rabi,moderate,sandy,8.97,6458.4,High
millets,kharif,high,black,6.78,2318.76,Low
millets,summer,low,black,2.33,1195.29,Low
groundnut,kharif,high,black,3.6,1778.4,Low
sugarcane,kharif,high,black,2.83,3871.44,Medium
millets,kharif,high,black,8.73,2985.66,Low
vegetables,summer,high,sandy,0.91,524.16,Low
sunflower,rabi,low,black,8.17,4656.9,Medium
sugarcane,rabi,moderate,loamy,2.78,5004.0,Medium
vegetables,summer,moderate,clay,2.55,1377.0,Low
vegetables,summer,moderate,loamy,6.0,3600.0,Medium
wheat,kharif,moderate,clay,7.72,6253.2,High
millets,summer,moderate,loamy,9.77,4396.5,Medium
wheat,summer,low,sandy,8.57,11106.72,High
millets,rabi,moderate,clay,5.83,2361.15,Low
sugarcane,kharif,high,sandy,8.61,14878.08,High
millets,kharif,high,black,5.09,1740.78,Low
sugarcane,summer,high,black,2.09,2859.12,Low
wheat,kharif,moderate,black,8.85,7566.75,High
groundnut,rabi,low,sandy,2.32,2171.52,Low
sunflower,kharif,low,clay,9.89,5340.6,Medium
wheat,kharif,low,black,5.9,6053.4,High
cotton,rabi,low,sandy,4.15,7171.2,High
soybean,rabi,high,loamy,3.02,1449.6,Low
soybean,kharif,low,loamy,7.63,5493.6,Medium
groundnut,rabi,low,sandy,4.22,3949.92,Medium
soybean,kharif,moderate,loamy,4.89,2934.0,Low
wheat,summer,moderate,black,5.67,4847.85,Medium
vegetables,summer,moderate,black,4.65,2650.5,Low
groundnut,rabi,high,clay,2.1,982.8,Low
wheat,summer,low,sandy,4.37,5663.52,Medium
paddy,kharif,high,loamy,4.65,5208.0,Medium
maize,kharif,low,loamy,4.6,3864.0,Medium
sunflower,summer,high,clay,6.04,2174.4,Low
maize,rabi,high,clay,1.53,771.12,Low
soybean,kharif,low,loamy,1.93,1389.6,Low
paddy,summer,low,loamy,7.74,13003.2,High
soybean,rabi,high,black,8.77,3999.12,Medium
millets,kharif,moderate,sandy,4.46,2408.4,Low
soybean,summer,low,loamy,6.86,4939.2,Medium
sunflower,summer,high,sandy,2.83,1358.4,Low
sunflower,rabi,low,black,8.81,5021.7,Medium
maize,rabi,moderate,clay,4.34,2734.2,Low
cotton,summer,moderate,loamy,7.8,9360.0,High
millets,summer,low,sandy,2.43,1574.64,Low
vegetables,kharif,moderate,sandy,9.2,6624.0,High
millets,summer,high,black,0.72,246.24,Low
maize,rabi,moderate,black,1.97,1310.05,Low
groundnut,summer,low,clay,8.73,6128.46,High
cotton,summer,high,sandy,1.49,1716.48,Low
groundnut,rabi,low,loamy,6.1,4758.0,Medium
sugarcane,rabi,moderate,sandy,1.39,3002.4,Medium
maize,kharif,low,clay,1.5,1134.0,Low
wheat,rabi,high,sandy,3.0,2592.0,Low
paddy,rabi,low,loamy,9.45,15876.0,High
soybean,summer,high,sandy,1.68,967.68,Low
sugarcane,kharif,high,clay,8.68,11249.28,High
maize,rabi,low,black,1.36,1085.28,Low
maize,summer,low,clay,5.48,4142.88,Medium
groundnut,summer,low,black,7.65,5668.65,Medium
sunflower,rabi,moderate,sandy,5.9,3540.0,Medium
groundnut,kharif,low,black,5.53,4097.73,Medium
groundnut,rabi,low,black,5.54,4105.14,Medium
vegetables,summer,high,clay,2.57,1110.24,Low
groundnut,summer,low,sandy,9.5,8892.0,High
millets,rabi,high,clay,2.03,657.72,Low
sugarcane,kharif,low,sandy,9.09,23561.28,High
maize,kharif,low,loamy,6.13,5149.2,Medium
sunflower,kharif,low,clay,5.38,2905.2,Low
vegetables,summer,high,clay,2.67,1153.44,Low
sugarcane,summer,moderate,loamy,8.54,15372.0,High
sunflower,kharif,low,clay,4.27,2305.8,Low
wheat,summer,low,black,3.77,3868.02,Medium
groundnut,rabi,high,sandy,2.2,1372.8,Low
millets,rabi,moderate,sandy,7.57,4087.8,Medium
millets,kharif,high,black,2.27,776.34,Low
vegetables,kharif,moderate,sandy,1.43,1029.6,Low
cotton,kharif,high,sandy,1.61,1854.72,Low
sugarcane,summer,high,loamy,7.12,10252.8,High
sunflower,kharif,moderate,clay,5.87,2641.5,Low
paddy,kharif,high,sandy,0.79,1061.76,Low
millets,summer,high,sandy,5.63,2432.16,Low
sugarcane,rabi,high,sandy,8.54,14757.12,High
cotton,kharif,high,black,3.86,3520.32,Medium
sunflower,kharif,moderate,loamy,3.55,1775.0,Low
millets,rabi,high,black,1.54,526.68,Low
sunflower,summer,low,loamy,7.58,4548.0,Medium
cotton,kharif,high,black,8.1,7387.2,High
groundnut,rabi,low,clay,6.64,4661.28,Medium
sunflower,rabi,moderate,loamy,4.65,2325.0,Low
paddy,rabi,moderate,sandy,5.65,9492.0,High
sunflower,summer,moderate,black,7.05,3348.75,Medium
millets,summer,high,loamy,1.28,460.8,Low
maize,rabi,low,sandy,8.17,8235.36,High
sugarcane,kharif,low,sandy,4.57,11845.44,High
groundnut,summer,moderate,loamy,3.77,2450.5,Low
millets,kharif,low,clay,9.01,4378.86,Medium
millets,summer,low,black,1.94,995.22,Low
wheat,rabi,high,loamy,6.84,4924.8,Medium
sugarcane,rabi,low,black,7.42,15225.84,High
paddy,kharif,moderate,loamy,2.7,3780.0,Medium
paddy,kharif,moderate,sandy,6.62,11121.6,High
paddy,rabi,high,clay,8.09,8154.72,High
vegetables,summer,high,sandy,7.74,4458.24,Medium
vegetables,summer,moderate,clay,3.88,2095.2,Low
wheat,rabi,low,black,7.75,7951.5,High
sugarcane,kharif,low,clay,8.76,17029.44,High
cotton,rabi,low,sandy,7.89,13633.92,High
wheat,kharif,moderate,black,8.63,7378.65,High
vegetables,summer,moderate,loamy,7.88,4728.0,Medium
soybean,kharif,moderate,sandy,6.15,4428.0,Medium
soybean,summer,moderate,sandy,10.0,7200.0,High
groundnut,rabi,moderate,loamy,2.48,1612.0,Low
cotton,summer,low,clay,3.25,4212.0,Medium
paddy,rabi,low,sandy,7.7,15523.2,High
paddy,kharif,low,clay,6.11,9238.32,High
wheat,rabi,high,loamy,0.96,691.2,Low
maize,summer,moderate,black,6.02,4003.3,Medium
wheat,rabi,moderate,clay,6.31,5111.1,Medium
sunflower,kharif,moderate,sandy,1.01,606.0,Low
maize,summer,low,loamy,8.02,6736.8,High
vegetables,kharif,low,clay,2.38,1542.24,Low
cotton,rabi,high,sandy,4.17,4803.84,Medium
soybean,rabi,moderate,black,5.57,3174.9,Medium
vegetables,summer,high,sandy,8.77,5051.52,Medium
vegetables,rabi,moderate,black,0.8,456.0,Low
cotton,rabi,high,loamy,4.29,4118.4,Medium
cotton,kharif,high,loamy,6.51,6249.6,High
sunflower,rabi,low,clay,4.69,2532.6,Low
groundnut,summer,high,clay,7.56,3538.08,Medium
wheat,summer,high,loamy,7.81,5623.2,Medium
groundnut,kharif,low,sandy,8.14,7619.04,High
sunflower,summer,low,loamy,7.55,4530.0,Medium
maize,rabi,low,loamy,7.58,6367.2,High
groundnut,rabi,low,clay,4.08,2864.16,Low
soybean,kharif,high,black,5.18,2362.08,Low
groundnut,kharif,moderate,black,8.56,5285.8,Medium
maize,kharif,high,black,3.1,1649.2,Low
millets,rabi,high,sandy,2.75,1188.0,Low
paddy,summer,high,loamy,5.93,6641.6,High
sunflower,rabi,low,clay,7.18,3877.2,Medium
millets,kharif,low,loamy,4.97,2683.8,Low
millets,summer,low,clay,5.47,2658.42,Low
groundnut,summer,moderate,loamy,9.1,5915.0,Medium
sunflower,kharif,high,clay,1.17,421.2,Low
sunflower,summer,low,loamy,1.61,966.0,Low
maize,summer,low,clay,3.23,2441.88,Low
sugarcane,summer,low,clay,2.76,5365.44,Medium
paddy,rabi,moderate,sandy,9.41,15808.8,High
wheat,kharif,high,loamy,7.51,5407.2,Medium
sugarcane,summer,high,black,9.94,13597.92,High
sunflower,summer,low,sandy,9.84,7084.8,High
cotton,kharif,low,loamy,8.4,12096.0,High
millets,rabi,low,clay,1.79,869.94,Low
soybean,kharif,high,sandy,2.16,1244.16,Low
cotton,summer,high,loamy,5.99,5750.4,Medium
paddy,kharif,moderate,clay,8.84,11138.4,High
millets,rabi,moderate,sandy,7.43,4012.2,Medium
vegetables,rabi,low,sandy,1.26,1088.64,Low
vegetables,summer,moderate,sandy,2.42,1742.4,Low
cotton,summer,high,loamy,2.71,2601.6,Low
groundnut,rabi,low,clay,6.76,4745.52,Medium
cotton,rabi,high,sandy,2.14,2465.28,Low
millets,rabi,low,clay,1.45,704.7,Low
paddy,rabi,low,sandy,4.8,9676.8,High
maize,rabi,high,sandy,0.56,376.32,Low
vegetables,kharif,moderate,black,1.3,741.0,Low
paddy,kharif,low,black,2.44,3894.24,Medium
cotton,rabi,low,black,1.82,2489.76,Low
vegetables,summer,low,sandy,7.65,6609.6,High
sugarcane,summer,low,loamy,7.76,16761.6,High
soybean,kharif,high,clay,7.52,3248.64,Medium
vegetables,kharif,low,loamy,1.59,1144.8,Low
sunflower,summer,low,loamy,3.17,1902.0,Low
paddy,summer,moderate,loamy,6.79,9506.0,High
vegetables,summer,high,sandy,3.13,1802.88,Low
groundnut,kharif,moderate,sandy,2.18,1700.4,Low
soybean,summer,moderate,sandy,1.1,792.0,Low
sunflower,summer,high,clay,5.28,1900.8,Low
paddy,summer,low,black,5.54,8841.84,High
groundnut,summer,low,sandy,2.34,2190.24,Low
wheat,summer,low,black,8.44,8659.44,High
millets,summer,high,black,4.49,1535.58,Low
soybean,rabi,high,loamy,3.99,1915.2,Low
wheat,rabi,moderate,sandy,4.22,4557.6,Medium
groundnut,summer,high,clay,7.16,3350.88,Medium
paddy,summer,low,sandy,7.93,15986.88,High
soybean,kharif,low,sandy,2.89,2496.96,Low
sugarcane,kharif,low,clay,8.49,16504.56,High
wheat,rabi,moderate,clay,1.41,1142.1,Low
sunflower,kharif,high,clay,6.49,2336.4,Low
sugarcane,kharif,high,black,2.61,3570.48,Medium
millets,summer,moderate,black,7.48,3197.7,Medium
soybean,summer,moderate,sandy,9.71,6991.2,High
wheat,kharif,low,loamy,5.92,6393.6,High
groundnut,summer,moderate,black,2.58,1593.15,Low
vegetables,kharif,high,black,7.91,3606.96,Medium
cotton,rabi,moderate,clay,5.69,6145.2,High
paddy,kharif,low,loamy,7.42,12465.6,High
vegetables,summer,high,clay,3.41,1473.12,Low
groundnut,summer,high,sandy,0.73,455.52,Low
millets,summer,moderate,sandy,2.12,1144.8,Low
millets,summer,low,loamy,5.93,3202.2,Medium
cotton,summer,high,clay,2.75,2376.0,Low
millets,rabi,high,loamy,1.5,540.0,Low
sunflower,summer,low,sandy,6.2,4464.0,Medium
cotton,summer,high,clay,1.82,1572.48,Low
soybean,kharif,moderate,clay,8.65,4671.0,Medium
paddy,rabi,moderate,clay,8.36,10533.6,High
millets,rabi,high,clay,6.12,1982.88,Low
sunflower,kharif,low,clay,7.55,4077.0,Medium
soybean,kharif,low,sandy,9.33,8061.12,High
groundnut,summer,low,sandy,1.31,1226.16,Low
wheat,kharif,low,black,7.57,7766.82,High
soybean,rabi,low,loamy,4.33,3117.6,Medium
maize,rabi,high,sandy,1.57,1055.04,Low
vegetables,rabi,high,loamy,3.1,1488.0,Low
paddy,kharif,moderate,clay,3.71,4674.6,Medium
wheat,summer,high,clay,8.34,5404.32,Medium
wheat,rabi,moderate,black,4.07,3479.85,Medium
maize,rabi,moderate,loamy,6.09,4263.0,Medium
millets,kharif,low,sandy,4.88,3162.24,Medium
sugarcane,rabi,low,black,9.87,20253.24,High
sunflower,kharif,low,loamy,2.79,1674.0,Low
millets,rabi,moderate,black,2.91,1244.02,Low
sunflower,summer,low,clay,2.18,1177.2,Low
paddy,rabi,moderate,clay,7.09,8933.4,High
maize,rabi,moderate,loamy,1.86,1302.0,Low
groundnut,kharif,moderate,loamy,7.42,4823.0,Medium
sunflower,rabi,high,clay,9.52,3427.2,Medium
vegetables,rabi,low,black,8.19,5601.96,Medium
groundnut,rabi,moderate,sandy,3.73,2909.4,Low
vegetables,summer,moderate,black,4.86,2770.2,Low
groundnut,rabi,low,sandy,2.41,2255.76,Low
soybean,rabi,moderate,sandy,8.01,5767.2,Medium
