water_source,area_type,tds,bacteria_level,turbidity,safety_status
borewell,rural,903,40,11,Safe
well,semi-urban,1004,39,15,Warning
tap,urban,136,1,13,Safe
pond,urban,138,21,11,Warning
well,rural,748,82,2,Warning
well,urban,433,53,7,Warning
pond,rural,234,69,15,Unsafe
tap,rural,1102,11,8,Safe
well,semi-urban,901,9,14,Warning
tanker,urban,1346,4,14,Warning
tanker,semi-urban,899,54,19,Unsafe
well,semi-urban,1051,19,5,Warning
tap,urban,616,79,16,Warning
well,rural,597,37,7,Warning
well,semi-urban,1358,7,1,Safe
pond,semi-urban,954,27,9,Warning
well,urban,1201,19,14,Warning
river,rural,261,73,12,Unsafe
borewell,urban,1328,90,15,Warning
tanker,urban,1321,32,1,Warning
pond,semi-urban,280,83,20,Unsafe
pond,semi-urban,249,63,13,Unsafe
river,semi-urban,1485,39,15,Unsafe
tanker,urban,1144,47,20,Unsafe
borewell,rural,911,38,15,Safe
tanker,urban,376,83,8,Unsafe
well,semi-urban,435,74,16,Unsafe
well,semi-urban,673,11,12,Warning
borewell,semi-urban,551,32,8,Safe
borewell,urban,914,22,9,Safe
well,urban,827,28,14,Warning
well,semi-urban,528,3,16,Warning
tanker,rural,391,28,15,Warning
pond,rural,1181,52,1,Warning
pond,rural,1369,90,14,Unsafe
borewell,semi-urban,1217,72,16,Warning
river,rural,1285,56,13,Unsafe
tanker,urban,103,31,12,Warning
well,urban,665,42,16,Warning
river,rural,409,60,6,Unsafe
tanker,urban,780,8,18,Warning
borewell,rural,668,56,15,Warning
tap,semi-urban,362,18,11,Safe
borewell,rural,1047,4,1,Safe
river,rural,378,61,8,Unsafe
well,rural,621,84,12,Warning
well,rural,484,32,11,Warning
well,semi-urban,303,54,4,Warning
tanker,urban,463,15,14,Warning
pond,semi-urban,1071,9,5,Warning
tanker,rural,654,28,18,Warning
pond,rural,544,90,15,Unsafe
borewell,semi-urban,1291,28,1,Safe
tap,urban,394,61,16,Safe
pond,urban,1301,38,1,Warning
borewell,urban,333,82,5,Safe
borewell,rural,1124,36,15,Safe
well,urban,1435,76,6,Warning
tap,semi-urban,358,40,11,Safe
tap,rural,1010,6,4,Safe
tanker,semi-urban,1095,67,5,Warning
tanker,semi-urban,1185,87,3,Unsafe
borewell,urban,169,96,8,Warning
tanker,urban,290,19,3,Warning
well,rural,1010,59,5,Warning
borewell,urban,1070,6,1,Safe
river,urban,116,8,1,Warning
tap,urban,1449,54,11,Safe
tap,rural,1049,9,15,Safe
pond,rural,910,51,16,Unsafe
river,rural,459,70,4,Unsafe
tap,semi-urban,1145,72,1,Safe
well,semi-urban,1305,61,6,Warning
borewell,rural,405,71,16,Warning
well,semi-urban,654,95,3,Warning
well,rural,533,75,9,Warning
river,rural,1358,33,20,Unsafe
pond,rural,1001,81,5,Unsafe
river,semi-urban,496,1,9,Warning
tap,urban,1267,37,10,Safe
pond,semi-urban,478,93,4,Unsafe
borewell,semi-urban,771,74,6,Safe
pond,rural,294,80,11,Unsafe
tanker,semi-urban,574,37,2,Warning
borewell,rural,859,15,9,Safe
river,semi-urban,856,51,3,Warning
river,rural,1061,71,4,Unsafe
tap,semi-urban,1219,30,16,Safe
tanker,rural,781,3,13,Warning
pond,urban,239,86,13,Unsafe
tap,rural,303,14,1,Safe
borewell,rural,1279,29,7,Safe
river,urban,521,1,12,Warning
well,rural,277,75,5,Warning
pond,rural,508,36,13,Unsafe
borewell,semi-urban,816,95,11,Warning
river,rural,826,1,12,Warning
pond,rural,283,85,2,Unsafe
tanker,semi-urban,105,4,17,Warning
borewell,urban,418,98,6,Warning
tanker,rural,941,46,8,Warning
borewell,rural,943,78,9,Warning
river,semi-urban,607,33,16,Unsafe
tap,urban,925,39,15,Safe
tap,semi-urban,1375,46,5,Safe
pond,semi-urban,1137,43,3,Warning
borewell,urban,878,78,12,Warning
river,semi-urban,549,31,5,Warning
tap,rural,677,37,15,Safe
well,semi-urban,580,65,20,Unsafe
river,rural,773,98,11,Unsafe
borewell,rural,1377,96,6,Warning
river,semi-urban,997,47,4,Warning
well,urban,330,20,14,Warning
well,urban,589,50,1,Warning
pond,urban,591,70,9,Unsafe
well,urban,628,5,17,Warning
tanker,semi-urban,677,86,10,Unsafe
borewell,urban,1390,56,10,Safe
well,semi-urban,397,43,18,Warning
tanker,semi-urban,339,85,1,Warning
borewell,semi-urban,461,13,1,Safe
pond,semi-urban,699,3,6,Warning
borewell,semi-urban,314,78,15,Warning
river,semi-urban,734,49,12,Unsafe
river,urban,1057,13,20,Unsafe
tap,urban,829,77,12,Warning
tap,rural,1459,87,19,Warning
river,rural,460,10,15,Warning
pond,urban,496,100,10,Unsafe
tap,rural,196,49,17,Safe
tanker,rural,274,37,3,Warning
borewell,urban,1052,11,12,Safe
river,rural,815,62,5,Unsafe
pond,rural,1087,67,2,Unsafe
tanker,rural,1321,75,1,Warning
well,urban,574,35,14,Warning
river,rural,350,66,20,Unsafe
borewell,rural,982,86,12,Warning
tap,semi-urban,747,52,7,Safe
river,semi-urban,459,1,15,Warning
well,urban,1251,89,4,Warning
tanker,urban,1460,25,2,Warning
river,urban,167,28,4,Warning
pond,semi-urban,496,38,12,Unsafe
well,urban,941,25,12,Warning
tap,rural,1418,39,11,Safe
tanker,rural,131,73,10,Unsafe
tap,semi-urban,130,27,4,Safe
tap,rural,903,67,16,Warning
tap,urban,1470,81,19,Warning
pond,semi-urban,1316,41,1,Warning
tap,urban,531,18,18,Safe
tap,semi-urban,1117,12,17,Safe
well,rural,144,90,18,Unsafe
river,urban,1311,93,1,Unsafe
pond,semi-urban,362,1,15,Warning
well,rural,736,16,6,Warning
tap,rural,1410,58,5,Safe
borewell,urban,1089,22,2,Safe
tap,semi-urban,994,13,15,Safe
river,semi-urban,1454,61,7,Unsafe
pond,semi-urban,788,28,15,Unsafe
pond,urban,100,75,18,Unsafe
tanker,urban,1232,25,11,Warning
tap,semi-urban,922,65,3,Safe
tanker,urban,342,57,11,Warning
borewell,urban,1295,28,5,Safe
well,semi-urban,1435,1,1,Safe
well,semi-urban,1438,20,2,Warning
borewell,semi-urban,700,58,20,Warning
pond,urban,838,1,15,Warning
river,semi-urban,1310,99,4,Unsafe
well,urban,417,41,6,Warning
well,semi-urban,329,44,20,Warning
well,urban,472,88,13,Unsafe
tanker,urban,605,2,6,Warning
tanker,semi-urban,1177,28,14,Warning
borewell,rural,1108,14,8,Safe
pond,semi-urban,592,56,6,Unsafe
well,semi-urban,127,92,13,Unsafe
pond,semi-urban,1055,19,18,Unsafe
tanker,rural,659,31,5,Warning
tanker,semi-urban,369,56,17,Unsafe
pond,semi-urban,374,17,17,Unsafe
tanker,rural,653,73,7,Unsafe
tap,semi-urban,719,93,10,Warning
pond,semi-urban,567,63,16,Unsafe
tanker,rural,1437,9,18,Warning
tap,semi-urban,156,11,9,Safe
tanker,rural,765,9,1,Warning
river,rural,1429,98,3,Unsafe
borewell,urban,1421,69,13,Warning
well,rural,1429,38,17,Warning
pond,urban,1460,73,12,Unsafe
river,rural,475,63,5,Unsafe
pond,semi-urban,226,99,2,Unsafe
borewell,urban,833,0,14,Safe
well,rural,749,52,8,Warning
tap,rural,1447,7,12,Safe
pond,semi-urban,898,49,20,Unsafe
tap,rural,622,49,4,Safe
pond,semi-urban,1258,30,12,Unsafe
tanker,semi-urban,730,24,15,Warning
tanker,rural,1067,9,3,Warning
tap,semi-urban,1105,8,15,Safe
borewell,semi-urban,634,57,9,Safe
borewell,rural,482,17,10,Safe
tap,rural,459,75,5,Safe
well,urban,258,72,11,Warning
tap,rural,1193,50,3,Safe
tap,rural,262,45,17,Safe
tap,semi-urban,531,99,16,Warning
tap,rural,1170,28,5,Safe
tap,rural,1247,59,14,Safe
borewell,semi-urban,1336,88,3,Safe
borewell,urban,216,7,11,Safe
river,urban,308,34,9,Warning
tap,semi-urban,1115,86,13,Warning
borewell,semi-urban,293,43,1,Safe
well,urban,1008,93,5,Warning
tanker,rural,246,80,15,Unsafe
well,urban,525,78,6,Warning
well,rural,935,25,4,Warning
river,semi-urban,763,78,7,Unsafe
tap,rural,395,31,3,Safe
river,rural,1404,49,16,Unsafe
well,semi-urban,1115,4,13,Warning
tap,rural,1229,38,16,Safe
borewell,rural,161,39,9,Safe
well,rural,899,56,2,Warning
borewell,rural,607,67,2,Safe
pond,urban,427,43,19,Unsafe
well,rural,675,46,6,Warning
borewell,urban,128,57,15,Warning
river,urban,1039,94,2,Unsafe
tanker,rural,1233,34,12,Warning
well,semi-urban,1335,2,10,Warning
borewell,semi-urban,486,85,17,Warning
tap,rural,791,40,12,Safe
well,urban,616,83,15,Unsafe
river,semi-urban,1154,67,4,Unsafe
tap,rural,787,79,19,Warning
tanker,semi-urban,567,33,20,Unsafe
river,rural,732,71,4,Unsafe
river,rural,263,75,6,Unsafe
well,rural,411,0,1,Safe
pond,semi-urban,1362,16,17,Unsafe
tap,rural,1400,30,2,Safe
pond,rural,416,81,15,Unsafe
tanker,semi-urban,379,8,16,Warning
well,semi-urban,169,41,1,Warning
well,rural,1026,95,19,Unsafe
tanker,semi-urban,1190,6,1,Warning
tap,rural,115,71,7,Safe
well,urban,1291,99,18,Unsafe
well,urban,979,88,6,Warning
tanker,rural,703,64,7,Warning
river,urban,907,20,17,Unsafe
pond,semi-urban,1114,63,10,Unsafe
tap,semi-urban,1333,16,2,Safe
well,urban,1323,61,14,Warning
river,semi-urban,446,69,5,Unsafe
tanker,rural,1197,72,18,Unsafe
pond,urban,1313,55,12,Unsafe
tap,semi-urban,620,83,17,Warning
pond,urban,1155,42,15,Unsafe
borewell,rural,700,28,2,Safe
tanker,urban,1351,83,9,Unsafe
borewell,rural,760,34,5,Safe
well,urban,644,42,4,Warning
pond,semi-urban,1400,9,11,Warning
river,semi-urban,910,48,10,Unsafe
tap,semi-urban,980,74,19,Warning
well,semi-urban,1417,89,8,Warning
pond,rural,386,77,16,Unsafe
tanker,urban,792,49,11,Warning
pond,rural,821,52,16,Unsafe
tap,semi-urban,1308,94,8,Warning
tap,rural,129,96,5,Warning
river,urban,1384,47,12,Unsafe
pond,semi-urban,1106,45,18,Unsafe
tap,urban,1492,18,15,Safe
borewell,semi-urban,1281,48,17,Safe
tap,rural,517,18,7,Safe
pond,semi-urban,776,48,15,Unsafe
tap,rural,1226,92,13,Warning
river,rural,184,98,20,Unsafe
borewell,semi-urban,581,67,19,Warning
river,urban,848,66,20,Unsafe
well,rural,1008,8,1,Safe
borewell,semi-urban,1279,75,19,Warning
pond,rural,1453,46,3,Warning
river,urban,961,41,16,Unsafe
well,semi-urban,860,91,15,Unsafe
pond,semi-urban,1393,97,3,Unsafe
tanker,rural,273,38,17,Warning
tap,semi-urban,358,34,8,Safe
pond,rural,1328,68,5,Unsafe
tanker,semi-urban,1260,55,15,Unsafe
pond,semi-urban,484,55,20,Unsafe
tap,semi-urban,944,88,14,Warning
well,urban,525,6,19,Warning
tap,semi-urban,1320,21,9,Safe
tap,rural,336,98,16,Warning
borewell,urban,244,12,18,Safe
borewell,semi-urban,287,94,20,Warning
pond,semi-urban,1105,14,16,Unsafe
well,urban,242,63,13,Warning
tap,urban,587,45,11,Safe
tap,semi-urban,478,93,12,Warning
tap,rural,1362,3,18,Safe
borewell,rural,1455,9,1,Safe
river,urban,459,90,14,Unsafe
river,rural,1353,97,11,Unsafe
well,rural,705,25,1,Warning
borewell,urban,893,8,4,Safe
tanker,semi-urban,333,60,12,Unsafe
river,rural,791,11,20,Unsafe
borewell,semi-urban,1048,57,2,Safe
tanker,semi-urban,469,46,8,Warning
well,semi-urban,1317,58,19,Warning
borewell,rural,962,86,17,Warning
pond,rural,471,51,7,Unsafe
well,urban,1105,62,4,Warning
tap,urban,462,14,1,Safe
pond,urban,763,25,3,Warning
tap,semi-urban,739,13,19,Safe
tap,rural,186,38,20,Safe
tap,rural,474,45,3,Safe
river,urban,961,73,6,Unsafe
river,urban,813,2,16,Warning
pond,urban,736,94,18,Unsafe
borewell,semi-urban,1094,59,17,Warning
tanker,urban,790,29,10,Warning
tap,rural,986,28,9,Safe
river,rural,316,35,10,Warning
tap,rural,1212,51,13,Safe
well,semi-urban,122,94,2,Warning
tanker,semi-urban,562,4,5,Warning
pond,urban,881,88,15,Unsafe
river,urban,1463,42,7,Warning
river,urban,139,43,5,Warning
borewell,semi-urban,218,39,8,Safe
borewell,urban,362,56,12,Safe
pond,semi-urban,128,40,17,Unsafe
borewell,semi-urban,898,48,20,Warning
well,urban,933,54,8,Warning
tap,semi-urban,219,56,17,Safe
borewell,rural,842,65,18,Warning
pond,rural,629,32,17,Unsafe
well,urban,296,45,10,Warning
well,urban,837,38,15,Warning
well,urban,1443,79,13,Warning
well,rural,1142,63,9,Warning
well,urban,877,62,3,Warning
pond,semi-urban,1362,97,15,Unsafe
tap,semi-urban,1023,65,16,Warning
borewell,semi-urban,570,46,18,Safe
borewell,rural,1116,51,6,Safe
tap,semi-urban,486,40,7,Safe
tanker,rural,249,3,7,Warning
pond,urban,775,68,6,Unsafe
borewell,rural,573,83,16,Warning
borewell,urban,1356,24,16,Safe
borewell,rural,1091,67,20,Warning
pond,urban,1135,43,3,Warning
borewell,semi-urban,711,57,4,Safe
well,rural,1090,2,16,Warning
well,rural,509,90,4,Warning
well,rural,664,26,3,Warning
tanker,rural,1294,0,7,Warning
pond,rural,811,27,4,Warning
pond,semi-urban,539,24,16,Unsafe
borewell,urban,495,74,16,Warning
river,rural,1346,75,16,Unsafe
tap,urban,1159,59,9,Safe
tanker,rural,1122,86,19,Unsafe
well,semi-urban,498,52,6,Warning
borewell,rural,1203,3,9,Safe
tap,rural,932,1,4,Safe
river,rural,1294,41,2,Warning
river,rural,1004,94,13,Unsafe
tanker,rural,934,10,16,Warning
well,rural,113,40,20,Warning
well,semi-urban,1143,87,8,Warning
borewell,semi-urban,662,90,8,Warning
tanker,urban,1058,33,3,Warning
pond,rural,1222,86,4,Unsafe
tanker,rural,328,54,13,Unsafe
borewell,rural,948,1,7,Safe
pond,semi-urban,701,6,10,Warning
well,rural,587,35,7,Warning
well,rural,1434,20,15,Warning
well,rural,1099,36,3,Warning
tanker,rural,1025,64,20,Unsafe
well,rural,702,87,1,Warning
well,rural,911,45,18,Warning
well,urban,1338,95,10,Unsafe
tanker,urban,1271,61,2,Warning
river,semi-urban,989,16,2,Warning
pond,semi-urban,723,50,19,Unsafe
river,semi-urban,765,27,20,Unsafe
pond,semi-urban,967,41,1,Warning
tap,urban,592,78,12,Warning
river,semi-urban,412,50,14,Unsafe
tap,rural,310,41,17,Safe
tap,urban,1366,23,15,Safe
well,rural,641,0,20,Warning
borewell,semi-urban,1225,61,14,Warning
well,urban,291,80,19,Unsafe
pond,semi-urban,1254,53,16,Unsafe
well,urban,1243,5,20,Warning
river,urban,1174,46,8,Warning
borewell,semi-urban,107,92,5,Warning
river,rural,456,92,8,Unsafe
tanker,rural,744,40,3,Warning
river,urban,1337,96,10,Unsafe
pond,rural,488,6,14,Warning
well,semi-urban,1296,73,2,Warning
well,rural,971,36,1,Warning
tap,urban,610,45,17,Safe
pond,rural,335,77,16,Unsafe
river,urban,1276,69,1,Unsafe
borewell,semi-urban,791,59,14,Warning
tap,urban,1097,29,9,Safe
tanker,rural,937,56,10,Warning
well,urban,1155,73,19,Unsafe
borewell,rural,1114,87,8,Warning
well,urban,1456,34,3,Warning
pond,rural,754,47,11,Unsafe
tap,semi-urban,1209,69,3,Safe
tanker,rural,677,53,14,Unsafe
well,rural,224,7,4,Safe
borewell,urban,1224,35,14,Safe
river,semi-urban,542,41,16,Unsafe
well,rural,118,66,1,Warning
tap,rural,1051,7,6,Safe
pond,rural,525,28,5,Warning
tanker,semi-urban,619,21,6,Warning
tanker,semi-urban,1232,30,4,Warning
well,rural,794,16,4,Warning
tap,urban,471,41,15,Safe
well,urban,1496,44,10,Warning
well,semi-urban,337,87,7,Warning
tanker,urban,564,51,19,Unsafe
river,urban,379,34,10,Warning
borewell,semi-urban,547,70,3,Safe
well,urban,388,69,13,Warning
pond,semi-urban,360,44,7,Unsafe
river,urban,500,28,17,Unsafe
well,urban,157,72,7,Warning
tap,urban,1302,66,20,Warning
borewell,semi-urban,832,71,18,Warning
well,urban,1057,90,4,Warning
well,urban,410,71,2,Warning
borewell,urban,467,65,15,Warning
river,semi-urban,179,70,5,Unsafe
pond,semi-urban,142,71,13,Unsafe
river,urban,1096,34,9,Warning
pond,rural,1146,36,20,Unsafe
borewell,rural,132,95,6,Warning
tanker,semi-urban,1293,88,14,Unsafe
river,semi-urban,353,92,16,Unsafe
well,rural,1366,78,12,Warning
borewell,semi-urban,1367,67,11,Safe
pond,urban,371,82,6,Unsafe
borewell,urban,892,71,18,Warning
river,semi-urban,408,92,9,Unsafe
well,urban,735,5,14,Warning
borewell,rural,1177,37,15,Safe
river,semi-urban,300,49,10,Unsafe
tap,urban,283,2,2,Safe
river,urban,306,67,1,Warning
tap,urban,260,34,2,Safe
tap,urban,187,7,20,Safe
borewell,rural,1164,10,11,Safe
tap,semi-urban,486,31,10,Safe
borewell,rural,100,17,1,Safe
borewell,urban,1472,9,14,Safe
tanker,rural,1390,0,16,Warning
pond,semi-urban,573,2,12,Warning
well,rural,1055,93,11,Unsafe
tap,urban,526,63,19,Warning
tap,urban,806,14,16,Safe
pond,urban,583,69,20,Unsafe
tap,semi-urban,336,76,9,Safe
tap,urban,1360,43,13,Safe
tanker,semi-urban,746,10,15,Warning
borewell,semi-urban,1369,68,15,Warning
tap,semi-urban,1184,57,3,Safe
borewell,rural,969,16,9,Safe
well,urban,317,33,19,Warning
borewell,rural,143,58,13,Safe
pond,semi-urban,1092,32,18,Unsafe
pond,rural,290,47,20,Unsafe
borewell,semi-urban,1249,63,13,Warning
well,semi-urban,1258,36,17,Warning
river,rural,1344,36,18,Unsafe
tap,semi-urban,1477,97,3,Safe
tanker,semi-urban,203,48,5,Warning
pond,semi-urban,987,74,17,Unsafe
pond,semi-urban,684,21,9,Warning
well,semi-urban,1264,62,12,Warning
pond,semi-urban,970,66,1,Unsafe
river,semi-urban,143,61,11,Unsafe
tanker,semi-urban,1437,33,1,Warning
borewell,semi-urban,162,74,16,Warning
river,semi-urban,1219,99,16,Unsafe
well,semi-urban,1446,56,2,Warning
tanker,rural,220,22,8,Warning
well,urban,305,67,15,Warning
river,semi-urban,791,80,5,Unsafe
pond,rural,334,48,6,Unsafe
well,urban,864,80,19,Unsafe
borewell,urban,1079,14,15,Safe
borewell,semi-urban,174,29,1,Safe
pond,semi-urban,283,97,7,Unsafe
well,rural,349,38,19,Warning
well,semi-urban,740,4,5,Safe
well,rural,664,98,9,Unsafe
pond,rural,339,82,4,Unsafe
river,semi-urban,869,59,14,Unsafe
tanker,semi-urban,914,4,1,Warning
tap,semi-urban,883,26,6,Safe
river,semi-urban,123,99,18,Unsafe
well,rural,1342,60,11,Warning
pond,semi-urban,631,4,18,Warning
tanker,semi-urban,407,86,2,Unsafe
well,semi-urban,1309,86,1,Warning
pond,urban,452,62,13,Unsafe
tanker,rural,182,5,13,Warning
borewell,rural,175,27,18,Safe
tanker,rural,1242,88,17,Unsafe
tap,urban,151,22,3,Safe
well,rural,590,27,19,Warning
river,urban,245,90,19,Unsafe
tap,urban,254,98,8,Warning
borewell,urban,1452,86,7,Warning
river,urban,684,27,5,Warning
tap,rural,637,5,12,Safe
tanker,semi-urban,165,92,13,Unsafe
tanker,semi-urban,1352,43,10,Warning
river,semi-urban,1193,63,17,Unsafe
tanker,semi-urban,788,9,15,Warning
well,semi-urban,904,56,18,Warning
river,rural,271,55,5,Warning
well,rural,998,9,1,Safe
borewell,semi-urban,664,4,10,Safe
borewell,semi-urban,684,44,1,Safe
borewell,rural,709,14,8,Safe
borewell,semi-urban,1211,96,9,Warning
tanker,rural,902,32,10,Warning
river,rural,477,71,20,Unsafe
tanker,semi-urban,988,62,20,Unsafe
tanker,semi-urban,1065,62,20,Unsafe
tanker,rural,547,20,5,Warning
pond,semi-urban,610,97,16,Unsafe
pond,semi-urban,439,0,7,Warning
river,semi-urban,979,93,5,Unsafe
well,semi-urban,772,42,10,Warning
tap,rural,578,62,20,Warning
river,urban,1366,60,13,Unsafe
tanker,semi-urban,555,55,10,Warning
pond,rural,545,62,19,Unsafe
tanker,semi-urban,302,61,1,Warning
tap,urban,240,79,5,Safe
borewell,semi-urban,202,10,11,Safe
pond,rural,983,50,10,Unsafe
pond,semi-urban,1301,11,16,Warning
borewell,rural,612,23,13,Safe
well,rural,365,37,4,Warning
well,rural,894,14,14,Warning
tap,semi-urban,901,46,5,Safe
tanker,semi-urban,1489,53,15,Unsafe
river,semi-urban,942,35,13,Unsafe
borewell,semi-urban,103,1,2,Safe
well,semi-urban,453,85,8,Warning
tap,urban,1033,2,5,Safe
pond,urban,350,54,13,Unsafe
tap,urban,1308,66,4,Safe
tanker,urban,331,24,20,Warning
pond,semi-urban,1342,1,7,Warning
well,urban,640,24,18,Warning
well,semi-urban,1370,70,13,Warning
well,rural,225,89,5,Warning
borewell,urban,890,62,4,Safe
river,urban,1043,52,2,Warning
tap,semi-urban,304,70,5,Safe
tap,semi-urban,717,21,10,Safe
river,rural,145,72,14,Unsafe
tanker,semi-urban,324,66,19,Unsafe
borewell,semi-urban,378,97,4,Warning
pond,urban,543,62,12,Unsafe
tanker,semi-urban,1253,67,2,Warning
pond,semi-urban,775,88,18,Unsafe
tap,rural,315,2,8,Safe
river,semi-urban,1205,18,2,Warning
river,rural,674,12,11,Warning
borewell,urban,201,14,13,Safe
tanker,urban,1168,0,10,Warning
river,semi-urban,1228,98,5,Unsafe
pond,semi-urban,876,42,4,Warning
tap,semi-urban,1172,100,1,Safe
river,urban,115,11,17,Warning
borewell,semi-urban,352,18,20,Safe
tap,urban,368,77,15,Warning
borewell,rural,1407,46,19,Warning
tap,rural,269,24,19,Safe
borewell,urban,277,68,18,Warning
well,urban,799,33,11,Warning
tanker,semi-urban,1300,0,8,Warning
pond,rural,413,1,17,Warning
borewell,rural,855,30,3,Safe
tanker,semi-urban,481,59,5,Warning
tap,semi-urban,1062,87,13,Warning
river,urban,637,27,8,Warning
pond,urban,312,31,16,Unsafe
river,rural,591,56,14,Unsafe
tanker,rural,139,67,4,Warning
tap,semi-urban,800,89,8,Warning
pond,urban,1149,49,3,Warning
river,urban,1373,29,17,Unsafe
tap,urban,549,50,1,Safe
tap,rural,995,65,11,Safe
tap,rural,295,22,3,Safe
borewell,semi-urban,873,65,20,Warning
tap,rural,450,64,8,Safe
well,rural,452,58,10,Warning
river,rural,1464,51,1,Warning
well,rural,761,100,11,Unsafe
tanker,rural,160,56,6,Warning
tanker,rural,1368,18,16,Warning
river,urban,835,31,20,Unsafe
tap,urban,205,30,14,Safe
river,semi-urban,705,74,8,Unsafe
well,urban,199,79,19,Unsafe
river,semi-urban,612,9,9,Warning
river,semi-urban,267,17,7,Warning
well,urban,978,45,11,Warning
river,urban,353,49,1,Warning
tanker,rural,1469,31,10,Warning
well,rural,1137,31,7,Warning
well,urban,801,38,14,Warning
well,semi-urban,493,71,17,Unsafe
well,urban,426,32,12,Warning
river,urban,1216,55,18,Unsafe
tap,rural,1265,100,15,Warning
borewell,semi-urban,982,73,17,Warning
tap,semi-urban,573,94,8,Warning
river,semi-urban,647,80,20,Unsafe
borewell,semi-urban,724,78,13,Warning
tanker,rural,483,36,7,Warning
tap,semi-urban,366,32,8,Safe
well,urban,604,6,16,Warning
tanker,urban,601,30,14,Warning
tanker,semi-urban,288,45,14,Warning
tap,urban,410,97,8,Warning
tap,rural,354,29,1,Safe
river,rural,780,26,11,Warning
pond,semi-urban,420,25,6,Warning
well,urban,311,43,2,Warning
tanker,semi-urban,1375,52,3,Warning
pond,urban,589,90,3,Unsafe
tap,urban,487,87,5,Safe
river,urban,1094,44,20,Unsafe
pond,semi-urban,466,31,17,Unsafe
well,rural,908,77,2,Warning
well,semi-urban,499,8,6,Warning
river,semi-urban,1089,46,13,Unsafe
borewell,urban,1266,56,6,Safe
tanker,urban,1102,35,19,Unsafe
borewell,urban,716,41,17,Safe
well,rural,1438,56,16,Warning
tap,urban,976,68,1,Safe
well,rural,1353,92,14,Unsafe
tap,rural,1046,25,12,Safe
well,rural,654,46,1,Warning
well,semi-urban,953,57,14,Warning
well,rural,595,4,9,Warning
pond,rural,375,84,3,Unsafe
borewell,semi-urban,482,27,5,Safe
pond,semi-urban,929,20,7,Warning
well,urban,1141,4,1,Safe
river,urban,160,63,11,Unsafe
borewell,semi-urban,435,61,18,Warning
tanker,semi-urban,189,37,3,Warning
well,rural,1476,95,17,Unsafe
pond,semi-urban,955,14,19,Unsafe
borewell,semi-urban,1370,99,20,Warning
pond,urban,412,47,17,Unsafe
tap,rural,271,72,12,Safe
tanker,urban,1487,4,3,Warning
well,rural,771,14,15,Warning
borewell,rural,1354,24,18,Safe
tanker,semi-urban,1436,32,4,Warning
river,semi-urban,866,6,15,Warning
tanker,rural,418,1,14,Warning
well,urban,427,34,11,Warning
tanker,rural,1489,43,20,Unsafe
river,rural,1343,95,3,Unsafe
